9408101;MAC VAL, Musée d'Art Contemporain du Val-de-Marne;ILE-DE-FRANCE;VITRY SUR SEINE;2007;VAL DE MARNE;01/02/2003;22587;63634;86221;;
9550001;Musée Tavet Delacour;ILE-DE-FRANCE;PONTOISE;2007;VAL D'OISE;01/02/2003;2526;4682;7208;;
7820801;Musée de la Ville;ILE-DE-FRANCE;MONTIGNY LE BRETONNEUX;2007;YVELINES;01/02/2003;4668;9316;13984;;
7855103;Musée d'Archéologie Nationale (des origines à l'an mille) - Château de st-Germain-en-Laye;ILE-DE-FRANCE;SAINT-GERMAIN-EN-LAYE;2007;YVELINES;06/01/2002;16516;81730;98246;;
1107601;Musée Archéologique du Lauragais;LANGUEDOC-ROUSSILLON;CASTELNAUDARY;2007;AUDE;01/02/2003;934;1522;2456;;
3000701;Musée-Bibliothèque Pierre-André Benoît;LANGUEDOC-ROUSSILLON;ALES;2007;GARD;01/02/2003;0;18820;18820;;
3002802;Musée Léon Alègre;LANGUEDOC-ROUSSILLON;BAGNOLS-SUR-CEZE;2007;GARD;01/02/2003;23;1639;1662;;
3003201;Musée Municipal de la Vignasse;LANGUEDOC-ROUSSILLON;BEAUCAIRE;2007;GARD;01/02/2003;513;2323;2836;;
3020201;Musée Paul Raymond;LANGUEDOC-ROUSSILLON;PONT-SAINT-ESPRIT;2007;GARD;01/02/2003;0;2400;2400;;
3026901;Musée des Vallées Cévenoles;LANGUEDOC-ROUSSILLON;SAINT-JEAN DU GARD;2007;GARD;01/02/2003;9292;7397;16689;;
3403203;Muséum d'Histoire Naturelle;LANGUEDOC-ROUSSILLON;BEZIERS;2007;HERAULT;01/02/2003;;;;F;
3403901;Musée de l'Etang de Thau;LANGUEDOC-ROUSSILLON;BOUZIGUES;2007;HERAULT;01/02/2003;17375;0;17375;;
3415801;Musée Archéologique;LANGUEDOC-ROUSSILLON;MINERVE;2007;HERAULT;01/02/2003;5248;0;5248;;
3417210;Musée de l'Hôtel d'Espeyran (Annexe musée Fabre);LANGUEDOC-ROUSSILLON;MONTPELLIER;2007;HERAULT;01/02/2003;;;;F;
3417203;Musée Fabre;LANGUEDOC-ROUSSILLON;MONTPELLIER;2007;HERAULT;06/01/2002;211527;139501;351028;;
6605301;Musée d'Art Moderne - Fonds Peskè;LANGUEDOC-ROUSSILLON;COLLIOURE;2007;PYRENEES ORIENTALES;01/02/2003;19011;5300;24311;;
6613604;Muséum d'Histoire Naturelle;LANGUEDOC-ROUSSILLON;PERPIGNAN;2007;PYRENEES ORIENTALES;01/02/2003;808;2518;3326;;
6620501;Musée de Tautavel;LANGUEDOC-ROUSSILLON;TAUTAVEL;2007;PYRENEES ORIENTALES;01/02/2003;70338;9874;80212;;
1925101;Musée du Président Jacques Chirac;LIMOUSIN;SARRAN;2007;CORREZE;29/11/2002;45422;4593;50015;;
5432901;Musée du Château de Lunéville;LORRAINE;LUNEVILLE;2007;MEURTHE ET MOSELLE;01/02/2003;0;7800;7800;;
5512201;Musée de la Céramique et de l'Ivoire;LORRAINE;COMMERCY;2007;MEUSE;01/02/2003;1519;835;2354;;
5546301;Musée d'Art Sacré de la Meuse;LORRAINE;SAINT-MIHIEL;2007;MEUSE;01/02/2003;969;484;1453;;
5546701;Musée Départemental Raymond Poincaré;LORRAINE;SAMPIGNY;2007;MEUSE;01/02/2003;202;253;455;;
5725601;Musée Départemental de la Guerre de 70;LORRAINE;GRAVELOTTE;2007;MOSELLE;01/02/2003;;;;F;
5744801;Musée Départemental du Sel;LORRAINE;MARSAL;2007;MOSELLE;01/02/2003;18204;0;18204;;
5745601;Maison du Verre et du Cristal;LORRAINE;MEISENTHAL;2007;MOSELLE;01/02/2003;16726;912;17638;;
5753701;Musée de la Mine - Carreau Wendel;LORRAINE;PETITE-ROSSELLE;2007;MOSELLE;01/02/2003;43725;0;43725;;
5767201;La Tour aux Puces - Musée du Pays Thionvillois;LORRAINE;THIONVILLE;2007;MOSELLE;01/02/2003;2563;8316;10879;;
5771201;Musée Départemental Georges de la Tour;LORRAINE;VIC-SUR-SEILLE;2007;MOSELLE;01/02/2003;5229;6156;11385;;
8838302;Musée Charles Friry;LORRAINE;REMIREMONT;2007;VOSGES;11/08/2002;;;;NC;
8841301;Musée Pierre Noël - Musée de la Vie dans les Hautes-Vosges;LORRAINE;SAINT-DIE-DES-VOSGES;2007;VOSGES;01/02/2003;5699;12016;17715;;
9720903;Muséum d'Histoire Naturelle;MARTINIQUE;FORT-DE-FRANCE TERRE-SAINVILLE;2007;MARTINIQUE;01/02/2003;;;;F;
9723101;Musée de La Canne;MARTINIQUE;LES TROIS ILETS;2007;MARTINIQUE;01/02/2003;16001;2518;18519;;
1208901;Musée Régional de Géologie Pierre Vetter;MIDI-PYRENEES;DECAZEVILLE;2007;AVEYRON;01/02/2003;2083;2147;4230;;
1214501;Musée Municipal de Millau;MIDI-PYRENEES;MILLAU;2007;AVEYRON;01/02/2003;8972;11804;20776;;
1220201;Musée Fenaille;MIDI-PYRENEES;RODEZ;2007;AVEYRON;01/02/2003;8599;13876;22475;;
1220301;Musée Municipal d'archéologie;MIDI-PYRENEES;ROQUEFORT-SUR-SOULZON;2007;AVEYRON;01/02/2003;;;;F;
1225501;Musée du Charroi Rural et de l'Artisanat Traditionnel;MIDI-PYRENEES;SALMIECH;2007;AVEYRON;01/02/2003;0;1530;1530;;
3210701;Musée de l'Armagnac;MIDI-PYRENEES;CONDOM;2007;GERS;01/02/2003;4001;247;4248;;
3211901;Musée Archéologique;MIDI-PYRENEES;EAUZE;2007;GERS;01/02/2003;4813;1162;5975;;
3102801;Musée de Préhistoire;MIDI-PYRENEES;AURIGNAC;2007;HAUTE-GARONNE;01/02/2003;;;;F;
3104201;Musée du Pays de Luchon;MIDI-PYRENEES;BAGNERES-DE-LUCHON;2007;HAUTE-GARONNE;01/02/2003;2322;150;2472;;
6505901;Musée Bigourdan du Vieux Moulin;MIDI-PYRENEES;BAGNERES-DE-BIGORRE;2007;HAUTES-PYRENEES;01/02/2003;;;;F;
6529501;Musée Municipal - Musée Trésor;MIDI-PYRENEES;LUZ-SAINT-SAUVEUR;2007;HAUTES-PYRENEES;01/02/2003;757;0;757;;
6544001;Musée Massey;MIDI-PYRENEES;TARBES;2007;HAUTES-PYRENEES;06/10/2002;;;;F;
4604201;Musée Henri Martin;MIDI-PYRENEES;CAHORS;2007;LOT;01/02/2003;3374;5236;8610;;
4613801;Musée Murat;MIDI-PYRENEES;CŒUR DE CAUSSE;2007;LOT;01/02/2003;945;0;945;;
4618201;"Musée Archéologique ""Armand-Viré""";MIDI-PYRENEES;LUZECH;2007;LOT;01/02/2003;1485;0;1485;;
4618501;Musée Gallo-Romain d'Uxellodunum;MIDI-PYRENEES;MARTEL;2007;LOT;01/02/2003;541;300;841;;
4629901;Musée Départemental de Cuzals;MIDI-PYRENEES;SAULIAC-SUR-CELE;2007;LOT;01/02/2003;8139;2295;10434;;
8101201;Musée Eugénie et Maurice Guérin;MIDI-PYRENEES;ANDILLAC;2007;TARN;01/02/2003;2235;2218;4453;;
8106901;Musée d'Art et d'Histoire Charles Portal;MIDI-PYRENEES;CORDES-SUR-CIEL;2007;TARN;01/02/2003;;;;F;
8109902;Muséum d'histoire naturelle Philadelphe Thomas;MIDI-PYRENEES;GAILLAC;2007;TARN;01/02/2003;607;3350;3957;;
8109903;Musée de l'Abbaye Saint-Michel;MIDI-PYRENEES;GAILLAC;2007;TARN;01/02/2003;2619;1583;4202;;
8114001;Musée du Pays Vaurais;MIDI-PYRENEES;LAVAUR;2007;TARN;01/02/2003;500;0;500;;
8207501;Musée Théodore Calbet;MIDI-PYRENEES;GRISOLLES;2007;TARN-ET-GARONNE;01/02/2003;0;1566;1566;;
8211202;Musée des arts et traditions populaires;MIDI-PYRENEES;MOISSAC;2007;TARN-ET-GARONNE;01/02/2003;3980;892;4872;;
8212102;Musée Ingres;MIDI-PYRENEES;MONTAUBAN;2007;TARN-ET-GARONNE;06/01/2002;21471;29010;50481;;
5904301;Musée Benoît de Puydt;NORD-PAS-DE-CALAIS;BAILLEUL;2007;NORD;01/02/2003;7952;0;7952;;
5917801;Musée de la Chartreuse;NORD-PAS-DE-CALAIS;DOUAI;2007;NORD;01/02/2003;12953;30175;43128;;
5920501;Musée Municipal d'Escaudain;NORD-PAS-DE-CALAIS;ESCAUDAIN;2007;NORD;01/02/2003;0;644;644;;
5934501;Musée de la Mine, Centre Historique Minier;NORD-PAS-DE-CALAIS;LEWARDE;2007;NORD;01/02/2003;126826;14987;141813;;
5900901;Musée d'Art Moderne de Lille Métropole;NORD-PAS-DE-CALAIS;VILLENEUVE-D'ASCQ;2007;NORD;01/02/2003;10160;38186;48346;;
6210801;Musée Municipal;NORD-PAS-DE-CALAIS;BERCK-SUR-MER;2007;PAS-DE-CALAIS;05/04/2002;5454;8625;14079;;
6216004;Muséum d'Histoire Naturelle;NORD-PAS-DE-CALAIS;BOULOGNE-SUR-MER;2007;PAS-DE-CALAIS;01/02/2003;;;;F;
6276502;Musée Henri Dupuis;NORD-PAS-DE-CALAIS;SAINT-OMER;2007;PAS-DE-CALAIS;01/02/2003;;;;F;
6276701;Musée Municipal Bruno Danvin;NORD-PAS-DE-CALAIS;SAINT-POL-SUR-TERNOISE;2007;PAS-DE-CALAIS;01/02/2003;0;2572;2572;;
6277301;Musée Jean-Charles Cazin;NORD-PAS-DE-CALAIS;SAMER;2007;PAS-DE-CALAIS;01/02/2003;0;578;578;;
1433302;Musée Eugène Boudin;BASSE-NORMANDIE;HONFLEUR;2007;CALVADOS;01/02/2003;30643;1469;32112;;
1451201;Musée du Château;BASSE-NORMANDIE;PONTECOULANT;2007;CALVADOS;01/02/2003;;;;F;
1476201;Musée Municipal;BASSE-NORMANDIE;VIRE NORMANDIE;2007;CALVADOS;01/02/2003;1183;4377;5560;;
5011001;Musée de l'Abbaye;BASSE-NORMANDIE;CERISY-LA-FORET;2007;MANCHE;01/02/2003;5487;883;6370;;
5012902;Musée Thomas Henry;BASSE-NORMANDIE;CHERBOURG-EN-COTENTIN;2007;MANCHE;01/02/2003;0;18957;18957;;
5021801;Musée Richard Anacréon;BASSE-NORMANDIE;GRANVILLE;2007;MANCHE;01/02/2003;7178;5938;13116;;
5055101;Musée Barbey d'Aurevilly;BASSE-NORMANDIE;SAINT-SAUVEUR-LE-VICOMTE;2007;MANCHE;01/02/2003;676;175;851;;
2705601;Musée Municipal;HAUTE-NORMANDIE;BERNAY;2007;EURE;01/02/2003;2248;5871;8119;;
2701601;Musée Municipal Nicolas Poussin;HAUTE-NORMANDIE;LES ANDELYS;2007;EURE;01/02/2003;933;1553;2486;;
2737501;Musée Municipal;HAUTE-NORMANDIE;LOUVIERS;2007;EURE;01/02/2003;164;6942;7106;;
2746701;Musée Alfred Canel;HAUTE-NORMANDIE;PONT-AUDEMER;2007;EURE;01/02/2003;1492;2244;3736;;
2768101;Musée Alphonse-Georges Poulain;HAUTE-NORMANDIE;VERNON;2007;EURE;01/02/2003;2021;7256;9277;;
7605701;Musée Municipal;HAUTE-NORMANDIE;BARENTIN;2007;SEINE-MARITIME;01/02/2003;;;;F;
7623101;Musée d'Elbeuf;HAUTE-NORMANDIE;ELBEUF;2007;SEINE-MARITIME;01/02/2003;0;5526;5526;;
7625902;Musée des Arts & de l'Enfance;HAUTE-NORMANDIE;FECAMP;2007;SEINE-MARITIME;01/02/2003;;;;F;
7635104;Muséum d'Histoire Naturelle;HAUTE-NORMANDIE;LE HAVRE;2007;SEINE-MARITIME;01/02/2003;0;13787;13787;;
7646201;Musée Mathon-Durand;HAUTE-NORMANDIE;NEUFCHATEL-EN-BRAY;2007;SEINE-MARITIME;01/02/2003;463;1664;2127;;
7647401;Musée Industriel de la Corderie Vallois;HAUTE-NORMANDIE;NOTRE-DAME-DE-BONDEVILLE;2007;SEINE-MARITIME;01/02/2003;2506;6989;9495;;
7674201;Musée Victor Hugo;HAUTE-NORMANDIE;VILLEQUIER;2007;SEINE-MARITIME;01/02/2003;4998;7923;12921;;
4417501;Musée du Chaume/Kerhinet - Pard Naturel Régional de Brière;PAYS DE LA LOIRE;SAINT-LYPHARD;2007;LOIRE-ATLANTIQUE;01/02/2003;0;35772;35772;;"4416801 ; 4417501 ; 4417601"
4900701;Musée des Beaux-Arts;PAYS DE LA LOIRE;ANGERS;2007;MAINE-ET-LOIRE;06/01/2002;27336;45369;72705;;
4901801;Musée d'Art et d'Histoire;PAYS DE LA LOIRE;BAUGE;2007;MAINE-ET-LOIRE;01/02/2003;3610;2075;5685;;
4929201;Musée de la Vigne et du Vin d'Anjou;PAYS DE LA LOIRE;SAINT LAMBERT-DU-LATTAY - VAL-DU-LAYON;2007;MAINE-ET-LOIRE;17/06/2002;4976;1380;6356;;
4932802;Château-Musée;PAYS DE LA LOIRE;SAUMUR;2007;MAINE-ET-LOIRE;01/02/2003;22829;9048;31877;;
5313001;Musée du Vieux Château;PAYS DE LA LOIRE;LAVAL;2007;MAYENNE;01/02/2003;11102;17033;28135;;
7207101;Musée Heurteloup-Chevalier;PAYS DE LA LOIRE;CHATEAU-DU-LOIR;2007;SARTHE;01/02/2003;;;;F;
7226901;Bibliothèque-musée;PAYS DE LA LOIRE;SAINT-CALAIS;2007;SARTHE;01/02/2003;;;;F;
8508701;Centre Minier de Faymoreau;PAYS DE LA LOIRE;FAYMOREAU;2007;VENDEE;01/02/2003;23465;6662;30127;;
8509201;Musée Vendéen;PAYS DE LA LOIRE;FONTENAY-LE-COMTE;2007;VENDEE;14/12/2002;2043;3395;5438;;
8519101;Musée Municipal;PAYS DE LA LOIRE;LA ROCHE-SUR-YON;2007;VENDEE;01/02/2003;0;8395;8395;;
0217301;Musée municipal de Chauny;PICARDIE;CHAUNY;2007;AISNE;01/02/2003;0;2800;2800;;
0230401;Musée Jeanne d'Aboville;PICARDIE;LA FERE;2007;AISNE;01/02/2003;158;67;225;;
0268401;Musée de la Vie Rurale et Forestière;PICARDIE;SAINT-MICHEL-EN-THIERACHE;2007;AISNE;01/02/2003;2106;0;2106;;
0273801;Musée de la Résistance et de la Déportation;PICARDIE;TERGNIER;2007;AISNE;01/02/2003;3683;8332;12015;;
6015901;Musée du Château de Compiègne;PICARDIE;COMPIEGNE;2007;OISE;06/01/2002;35448;46420;81868;;"6015903 ; 6015901"
6015903;Musée national de la Voiture et du Tourisme (Annexe du musée National du Château de Compiègne);PICARDIE;COMPIEGNE;2007;OISE;06/01/2002;;;;;"6015903 ; 6015901"
6015904;Musée Antoine Vivenel;PICARDIE;COMPIEGNE;2007;OISE;01/02/2003;744;14895;15639;;
6017501;Musée Gallé-Juillet;PICARDIE;CREIL;2007;OISE;01/02/2003;2369;4032;6401;;
8002101;Musée de Picardie;PICARDIE;AMIENS;2007;SOMME;06/01/2002;12502;34009;46511;;
8025301;Musée Lombart;PICARDIE;DOULLENS;2007;SOMME;01/02/2003;;;;F;
8062002;Musée-Historial de la Grande Guerre;PICARDIE;PERONNE;2007;SOMME;01/02/2003;6497;67533;74030;;
1601501;Musée des Beaux-Arts;POITOU-CHARENTES;ANGOULEME;2007;CHARENTE;01/02/2003;;;;F;
1700401;Musée Napoléonien et Africain;POITOU-CHARENTES;ILE D'AIX;2007;CHARENTE-MARITIME;06/01/2002;14024;14646;28670;;
1741504;Musée Dupuy-Mestreau;POITOU-CHARENTES;SAINTES;2007;CHARENTE-MARITIME;01/02/2003;1631;2126;3757;;
1734701;Musée Municipal des Cordeliers;POITOU-CHARENTES;SAINT-JEAN-D'ANGELY;2007;CHARENTE-MARITIME;01/02/2003;1106;2645;3751;;
7904201;Musée des Tumulus de Bougon;POITOU-CHARENTES;BOUGON;2007;DEUX-SEVRES;01/02/2003;19442;7333;26775;;
8606603;Musée de la Moto, de l'Automobile et du Vélo;POITOU-CHARENTES;CHATELLERAULT;2007;VIENNE;01/02/2003;4745;6997;11742;;
8607801;Musée Municipal de Civray;POITOU-CHARENTES;CIVRAY;2007;VIENNE;01/02/2003;0;478;478;;
0408801;Musée Municipal;PROVENCE-ALPES-CÔTE D'AZUR;FORCALQUIER;2007;ALPES DE HAUTE PROVENCE;01/02/2003;;;;F;
0415801;Musée départemental de préhistoire;PROVENCE-ALPES-CÔTE D'AZUR;QUINSON;2007;ALPES DE HAUTE PROVENCE;01/02/2003;59101;7905;67006;;
0600402;Musée d'Histoire et d'Archéologie;PROVENCE-ALPES-CÔTE D'AZUR;ANTIBES;2007;ALPES-MARITIMES;01/02/2003;3206;4896;8102;;
0606903;Musée International de la Parfumerie;PROVENCE-ALPES-CÔTE D'AZUR;GRASSE;2007;ALPES-MARITIMES;01/02/2003;;;;F;
0608304;Musée Jean Cocteau Collection Séverin Wunderman;PROVENCE-ALPES-CÔTE D'AZUR;MENTON;2007;ALPES-MARITIMES;01/02/2003;11115;6470;17585;;
0608803;Musée des Beaux-Arts Jules Chéret;PROVENCE-ALPES-CÔTE D'AZUR;NICE;2007;ALPES-MARITIMES;06/01/2002;15841;27865;43706;;
0608813;Musée d'Art Moderne et d'Art Contemporain;PROVENCE-ALPES-CÔTE D'AZUR;NICE;2007;ALPES-MARITIMES;01/02/2003;48170;106922;155092;;
0615501;Musée Magnelli, Musée de la Céramique;PROVENCE-ALPES-CÔTE D'AZUR;VALLAURIS;2007;ALPES-MARITIMES;01/02/2003;;;;;"0615502 ; 0615501"
1300107;Muséum d'Histoire Naturelle;PROVENCE-ALPES-CÔTE D'AZUR;AIX-EN-PROVENCE;2007;BOUCHES DU RHONE;06/01/2002;9838;19142;28980;;
1300405;Musée Départemental de l'Arles Antique;PROVENCE-ALPES-CÔTE D'AZUR;ARLES;2007;BOUCHES DU RHONE;01/02/2003;23560;49282;72842;;
1303801;Musée Alphonse Daudet;PROVENCE-ALPES-CÔTE D'AZUR;FONTVIEILLE;2007;BOUCHES DU RHONE;01/02/2003;31564;275;31839;;
1301103;Musée d'Histoire et d'Archéologie des Baux-de-Provence;PROVENCE-ALPES-CÔTE D'AZUR;LES BAUX DE PROVENCE;2007;BOUCHES DU RHONE;01/02/2003;241570;26059;267629;;
1305201;Musée Frédéric Mistral;PROVENCE-ALPES-CÔTE D'AZUR;MAILLANE;2007;BOUCHES DU RHONE;01/02/2003;2415;609;3024;;
1320401;Musée des Beaux-Arts de Marseille;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;2007;BOUCHES DU RHONE;06/01/2002;;;;F;
1305502;Musée du Vieux Marseille;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;2007;BOUCHES DU RHONE;01/02/2003;3090;6330;9420;;
1305503;Musée Borély;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;2007;BOUCHES DU RHONE;01/02/2003;;;;F;
1309601;Musée Baroncelli;PROVENCE-ALPES-CÔTE D'AZUR;SAINTES-MARIES-DE-LA-MER;2007;BOUCHES DU RHONE;01/02/2003;;;;F;
1310002;Musée Estrine - Présence Van Gogh;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-REMY-DE-PROVENCE;2007;BOUCHES DU RHONE;2007-03-15 00:00:00;7763;6047;13810;;
1310301;Musée de l'Empéri de Salon et de la Crau;PROVENCE-ALPES-CÔTE D'AZUR;SALON-DE-PROVENCE;2007;BOUCHES DU RHONE;01/02/2003;7750;20644;28394;;
1310302;Musée de Salon et de la Crau;PROVENCE-ALPES-CÔTE D'AZUR;SALON-DE-PROVENCE;2007;BOUCHES DU RHONE;01/02/2003;;;;F;
8301901;Musée des Arts et d’Histoire;PROVENCE-ALPES-CÔTE D'AZUR;BORMES-LES-MIMOSAS;2007;VAR;01/02/2003;0;9527;9527;;
8305002;Musée de la Société d’Etudes Scientifiques et Achéologiques;PROVENCE-ALPES-CÔTE D'AZUR;DRAGUIGNAN;2007;VAR;01/02/2003;;;;F;
8306102;Musée des Troupes de Marine;PROVENCE-ALPES-CÔTE D'AZUR;FREJUS;2007;VAR;29/08/2006;0;15812;15812;;
8306901;Musée Municipal;PROVENCE-ALPES-CÔTE D'AZUR;HYERES;2007;VAR;01/02/2003;0;10386;10386;;
8306201;Musée Jean Aicard;PROVENCE-ALPES-CÔTE D'AZUR;LE POUVEREL LA GARDE;2007;VAR;01/02/2003;;;;NC;
8404201;Musée Marc Deydier;PROVENCE-ALPES-CÔTE D'AZUR;CUCURON;2007;VAUCLUSE;01/02/2003;0;4620;4620;;
8407201;Musée Municipal Camille Pautet;PROVENCE-ALPES-CÔTE D'AZUR;MAZAN;2007;VAUCLUSE;01/02/2003;0;1632;1632;;
8408701;Musée Municipal;PROVENCE-ALPES-CÔTE D'AZUR;ORANGE;2007;VAUCLUSE;01/02/2003;53399;0;53399;;
0105301;Musée du Brou;RHONE-ALPES;BOURG-EN-BRESSE;2007;AIN;01/02/2003;50224;15538;65762;;
0126901;Musée de la Résistance et de la Déportation de l'Ain;RHONE-ALPES;NANTUA;2007;AIN;01/02/2003;6800;1739;8539;;
0134301;Musée de la Bresse - Domaine des Planons;RHONE-ALPES;SAINT-CYR-SUR-MENTHON;2007;AIN;01/02/2003;16423;8449;24872;;
0138301;Musée Louis Jourdan;RHONE-ALPES;SAINT-PAUL-DE-VARAX;2007;AIN;01/02/2003;;;;F;
0113701;Musée Départemental du Revermont;RHONE-ALPES;VAL-REVERMONT;2007;AIN;01/02/2003;7688;11747;19435;;
0718601;Musée de la terre ardéchoise;RHONE-ALPES;PRIVAS;2007;ARDECHE;01/02/2003;;;;F;
2614601;Château de Grignan;RHONE-ALPES;GRIGNAN;2007;DRÔME;01/02/2003;50469;56845;107314;;
7405601;Musée Alpin;RHONE-ALPES;CHAMONIX;2007;HAUTE-SAVOIE;01/02/2003;15246;8403;23649;;
7415201;Musée Léon Marès;RHONE-ALPES;LOVAGNY;2007;HAUTE-SAVOIE;01/02/2003;18302;0;18302;;
3815101;Musée Géo-Charles;RHONE-ALPES;ECHIROLLES;2007;ISERE;01/02/2003;0;5505;5505;;
3819001;Maison du Patrimoine de Hières-sur-Amby;RHONE-ALPES;HIERES SUR AMBY;2007;ISERE;01/02/2003;7794;421;8215;;
3826901;Musée Matheysin;RHONE-ALPES;LA MURE;2007;ISERE;01/02/2003;1672;2254;3926;;
3854403;Musée des Beaux-Arts et d'Archéologie;RHONE-ALPES;VIENNE;2007;ISERE;01/02/2003;1186;1887;3073;;
