ref_musee;nom_du_musee;regions;ville;annee;departements;date_appellation;payant;gratuit;total;note;commentaire
8305003;Musée des A.T.P. de Moyenne Provence;PROVENCE-ALPES-CÔTE D'AZUR;DRAGUIGNAN;2009;VAR;01/02/2003;4148;5570;9718;;
8306101;Musée Archéologique Gallo-Romaine du Var;PROVENCE-ALPES-CÔTE D'AZUR;FREJUS;2009;VAR;01/02/2003;4228;5047;9275;;
8311901;Musée de l'Annonciade;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-TROPEZ;2009;VAR;01/02/2003;30844;6166;37010;;
8400704;Musée Calvet (et musée Lapidaire);PROVENCE-ALPES-CÔTE D'AZUR;AVIGNON;2009;VAUCLUSE;06/01/2002;12941;6627;19568;;
8403105;Musée Sobirats;PROVENCE-ALPES-CÔTE D'AZUR;CARPENTRAS;2009;VAUCLUSE;01/02/2003;237;803;1040;;
8403503;Musée Jouve;PROVENCE-ALPES-CÔTE D'AZUR;CAVAILLON;2009;VAUCLUSE;01/02/2003;;;;F;
8403502;Musée de l'Hôtel Dieu;PROVENCE-ALPES-CÔTE D'AZUR;CAVAILLON;2009;VAUCLUSE;01/02/2003;;;;NC;
8413901;Musée-Bibliothèque François Pétrarque;PROVENCE-ALPES-CÔTE D'AZUR;FONTAINE-DE-VAUCLUSE;2009;VAUCLUSE;01/02/2003;2496;944;3440;;
0138301;Musée Louis Jourdan;RHONE-ALPES;SAINT-PAUL-DE-VARAX;2009;AIN;01/02/2003;;;;F;
0701001;Musée Vivarois César Filhol;RHONE-ALPES;ANNONAY;2009;ARDECHE;01/02/2003;441;1133;1574;;
0733401;Musée des Vans;RHONE-ALPES;LES VANS;2009;ARDECHE;01/02/2003;259;941;1200;;
2619801;Musée du Château des Adhémars;RHONE-ALPES;MONTELIMAR;2009;DRÔME;30/01/2003;13307;0;13307;;
2636401;Musée du site Préhistorique;RHONE-ALPES;VASSIEUX-EN-VERCORS;2009;DRÔME;01/02/2003;15824;0;15824;;
7415201;Musée Léon Marès;RHONE-ALPES;LOVAGNY;2009;HAUTE-SAVOIE;01/02/2003;18327;5707;24034;;
3800501;Conservatoire - Musée des Industries Hydroélectriques;RHONE-ALPES;VAUJANY;2009;ISERE;01/02/2003;0;9737;9737;;
4205202;Musée de la Soierie;RHONE-ALPES;CHARLIEU;2009;LOIRE;01/02/2003;5077;1789;6866;;
4205901;Atelier - Musée du Chapeau;RHONE-ALPES;CHAZELLES-SUR-LYON;2009;LOIRE;01/02/2003;10610;4184;14794;;
4209401;Musée d'Archéologie;RHONE-ALPES;FEURS;2009;LOIRE;01/02/2003;1379;4647;6026;;
4214702;Musée de la Diana;RHONE-ALPES;MONTBRISON;2009;LOIRE;01/02/2003;1643;0;1643;;
4217301;Musée du Vieux Pommiers;RHONE-ALPES;POMMIERS-EN-FOREZ;2009;LOIRE;01/02/2003;;;;F;
4218701;Musée des Beaux-Arts et d'Archéologie J. Dechelette;RHONE-ALPES;ROANNE;2009;LOIRE;01/02/2003;2741;10701;13442;;
4231801;Musée Rural;RHONE-ALPES;USSON-EN-FOREZ;2009;LOIRE;01/02/2003;5993;1131;7124;;
6912302;Musée des Arts Décoratifs;RHONE-ALPES;LYON;2009;RHÔNE;2003-02-01 00:00:00;;;;;"6912301 ; 6912302"
6938502;Lugdunum - Musée et Théâtres Romains;RHONE-ALPES;LYON;2009;RHÔNE;01/02/2003;20995;53249;74244;;
6938101;Musée d'Art Contemporain de Lyon;RHONE-ALPES;LYON;2009;RHÔNE;01/02/2003;88408;26188;114596;;
6923501;Musée Archéologique;RHONE-ALPES;SAINT-ROMAIN-EN-GAL;2009;RHÔNE;01/02/2003;20601;48864;69465;;
6926401;Musée Paul Dini;RHONE-ALPES;VILLEFRANCHE-SUR-SAONE;2009;RHÔNE;01/02/2003;13629;7842;21471;;
7301101;Musée Municipal d'Albertville-Conflans;RHONE-ALPES;ALBERTVILLE;2009;SAVOIE;01/02/2003;3001;3045;6046;;
7306502;Musée Savoisien;RHONE-ALPES;CHAMBERY;2009;SAVOIE;06/01/2002;4074;11749;15823;;
6706101;Musée de Bouxwiller et du pays de hanau;ALSACE;BOUXWILLER;2010;BAS-RHIN;01/02/2003;656;79;735;;
6732401;Maison de l'Archéologie des Vosges du Nord;ALSACE;NIEDERBRONN-LES-BAINS;2010;BAS-RHIN;01/02/2003;2876;3797;6673;;
6738801;Musée du Fer;ALSACE;REICHSHOFFEN;2010;BAS-RHIN;01/02/2003;733;579;1312;;
6748213;Musée Tomi Ungerer;ALSACE;STRASBOURG;2010;BAS-RHIN;18/04/2008;15275;24133;39408;;
6755001;Musée de la Bataille du 6 Août 1870;ALSACE;WOERTH;2010;BAS-RHIN;01/02/2003;3068;475;3543;;
6806301;Musée de la Porte de Thann;ALSACE;CERNAY;2010;HAUT-RHIN;01/02/2003;344;287;631;;
6806603;Musée Bartholdi;ALSACE;COLMAR;2010;HAUT-RHIN;01/02/2003;7574;3673;11247;;
6822404;Musée EDF Electropolis;ALSACE;MULHOUSE;2010;HAUT-RHIN;01/02/2003;24681;11186;35867;;
6822402;Musée de l'Impression sur Etoffes;ALSACE;MULHOUSE;2010;HAUT-RHIN;01/02/2003;16119;13142;29261;;
2403701;Musée du Tabac;AQUITAINE;BERGERAC;2010;DORDOGNE;01/02/2003;2143;1751;3894;;
2432201;Musée d'Art et d'Archéologie du Périgord (MAAP);AQUITAINE;PERIGUEUX;2010;DORDOGNE;01/02/2003;7210;14385;21595;;
3305701;Musée Municipal de Blasimon;AQUITAINE;BLASIMON;2010;GIRONDE;01/02/2003;;;;F;
3306310;Musée Goupil;AQUITAINE;BORDEAUX;2010;GIRONDE;01/02/2003;;;;F;
3306306;Musée des Arts Décoratifs;AQUITAINE;BORDEAUX;2010;GIRONDE;01/02/2003;2733;34499;37232;;
4016701;Atelier-Musée  (Ecomusée de la Grande Landes);AQUITAINE;LUXEY;2010;LANDES;01/02/2003;926;0;926;;
4028601;Musée de la Faïence et des arts de la table;AQUITAINE;SAMADET;2010;LANDES;01/02/2003;2039;2187;4226;;
4719501;Musée du Château Henri IV;AQUITAINE;NERAC;2010;LOT ET GARONNE;01/02/2003;19913;6747;26660;;
6410203;Muséum d'Histoire Naturelle;AQUITAINE;BAYONNE;2010;PYRÉNÉES ATLANTIQUES;01/02/2003;0;7701;7701;;
6416001;Musée Edmond Rostand;AQUITAINE;CAMBO-LES-BAINS;2010;PYRÉNÉES ATLANTIQUES;01/02/2003;63697;5503;69200;;
1516801;Ecomusée de Margeride-Haute-Auvergne;AUVERGNE;RUYNES-EN-MARGERIDE;2010;CANTAL;01/02/2003;9904;2965;12869;;
1518701;Musée de la Haute Auvergne;AUVERGNE;SAINT-FLOUR;2010;CANTAL;01/02/2003;2145;2519;4664;;
4311701;Musée des Arts et Traditions Populaires de Haute Loire;AUVERGNE;LAVAUDIEU;2010;HAUTE-LOIRE;01/02/2003;10453;689;11142;;
6324501;Musée Lapidaire;AUVERGNE;MOZAC;2010;PUY DE DÔME;01/02/2003;36;736;772;;
2115401;Musée du Pays Châtillonnais - Trésor de Vix;BOURGOGNE;CHATILLON-SUR-SEINE;2010;CÔTE D’OR;01/02/2003;21283;6427;27710;;
2123107;Musée d'Art Sacré;BOURGOGNE;DIJON;2010;CÔTE D’OR;01/02/2003;0;5560;5560;;
2123105;Muséum - Jardin des Sciences;BOURGOGNE;DIJON;2010;CÔTE D’OR;06/01/2002;4618;85383;90001;;
2125401;Musée des Arts et Traditions des Hautes-Côtes;BOURGOGNE;GEVREY-CHAMBERTIN - Reulle Vergy;2010;CÔTE D’OR;01/02/2003;;;;F;
2142501;Musée Buffon;BOURGOGNE;MONTBARD;2010;CÔTE D’OR;01/02/2003;0;11809;11809;;
2146401;Musée Municipal;BOURGOGNE;NUITS-SAINT-GEORGES;2010;CÔTE D’OR;01/02/2003;529;2664;3193;;
2158401;Musée Municipal François Pompon;BOURGOGNE;SAULIEU;2010;CÔTE D’OR;01/02/2003;2668;3192;5860;;
7110602;Musée du Prieuré de Charolles;BOURGOGNE;CHAROLLES;2010;SAONE ET LOIRE;01/02/2003;1293;1573;2866;;
7127002;Musée Lamartine;BOURGOGNE;MACON;2010;SAONE ET LOIRE;01/02/2003;1393;3660;5053;;
7135101;Ecomusée de la Bresse Bourguignonne;BOURGOGNE;PIERRE-DE-BRESSE;2010;SAONE ET LOIRE;01/02/2003;25079;13216;38295;;
2901902;Musée National de la Marine;BRETAGNE;BREST;2010;FINISTERE;06/01/2002;30387;31472;61859;;
2922001;Musée Bigouden;BRETAGNE;PONT-L'ABBE;2010;FINISTERE;01/02/2003;12420;1983;14403;;
3523803;Ecomusée du Pays de Rennes;BRETAGNE;RENNES;2010;ILE ET VILAINE;01/02/2003;12747;32438;45185;;
3523801;Musée de Bretagne;BRETAGNE;RENNES;2010;ILE ET VILAINE;01/02/2003;34630;12606;47236;;
3528802;Musée d'Histoire de la Ville de Saint-Malo;BRETAGNE;SAINT-MALO;2010;ILE ET VILAINE;01/02/2003;18992;8287;27279;;
3536001;Musée Saint-Nicolas;BRETAGNE;VITRE;2010;ILE ET VILAINE;01/02/2003;183;1621;1804;;
3536002;Musée du Château de Vitré;BRETAGNE;VITRE;2010;ILE ET VILAINE;01/02/2003;14014;6978;20992;;
5602301;Ecomusée de Saint-Dégan;BRETAGNE;BREC'H;2010;MORBIHAN;01/02/2003;10716;2346;13062;;
1803305;Musée d'Histoire Naturelle Gabriel Foucher;CENTRE;BOURGES;2010;CHER;01/02/2003;11075;15029;26104;;
1827901;Musée Municipal;CENTRE;VIERZON;2010;CHER;01/02/2003;0;1330;1330;;
2813401;Musée d'Art et d'Histoire de Dreux;CENTRE;DREUX;2010;EURE ET LOIR;01/02/2003;2913;4413;7326;;
3604401;Musées de Châteauroux - Hôtel Bertrand;CENTRE;CHATEAUROUX;2010;INDRE;01/02/2003;0;20853;20853;;
3700302;Musée de la poste;CENTRE;AMBOISE;2010;INDRE ET LOIRE;01/02/2003;;;;F;
3726105;Musée du Compagnonnage;CENTRE;TOURS;2010;INDRE ET LOIRE;01/02/2003;29667;16002;45669;;
3728201;Musée de Minerve;CENTRE;YZEURES-SUR-CREUSE;2010;INDRE ET LOIRE;01/02/2003;0;700;700;;
4115801;Atelier Musée Louis Leygue;CENTRE;NAVEIL;2010;LOIR ET CHER;01/02/2003;0;51;51;;
4125801;Musée Archéologique;CENTRE;THESEE;2010;LOIR ET CHER;01/02/2003;652;214;866;;
0840901;Musée du Château-Fort;CHAMPAGNE-ARDENNES;SEDAN;2010;ARDENNES;01/02/2003;53474;1311;54785;;
1003301;Musée Municipal;CHAMPAGNE-ARDENNES;BAR-SUR-AUBE;2010;AUBE;01/02/2003;;;;F;
1026801;Musée Paul Dubois-Alfred Boucher;CHAMPAGNE-ARDENNES;NOGENT-SUR-SEINE;2010;AUBE;01/02/2003;0;890;890;;
1038701;Muséum d'Histoire Naturelle (Musée Pic Saint-Loup);CHAMPAGNE-ARDENNES;TROYES;2010;AUBE;01/02/2003;;;;;"1038701 ; 1038704"
1038704;Musée des Beaux-Arts (Musée Pic Saint-Loup);CHAMPAGNE-ARDENNES;TROYES;2010;AUBE;01/02/2003;7036;4968;12004;;"1038701 ; 1038704"
1038706;Musée d'Art Moderne;CHAMPAGNE-ARDENNES;TROYES;2010;AUBE;01/02/2003;11074;19069;30143;;
5212102;Musée de l'Affiche;CHAMPAGNE-ARDENNES;CHAUMONT;2010;HAUTE-MARNE;01/02/2003;;;;F;
5244801;Musée Municipal;CHAMPAGNE-ARDENNES;SAINT-DIZIER;2010;HAUTE-MARNE;01/02/2003;;;;F;
5123001;Musée Municipal d'Epernay;CHAMPAGNE-ARDENNES;EPERNAY;2010;MARNE;01/02/2003;;;;F;
5144501;Ecomusée de la Montagne de Reims;CHAMPAGNE-ARDENNES;POURCY;2010;MARNE;01/02/2003;;;;F;
5150702;Musée de l'Argonne Viard-Morel;CHAMPAGNE-ARDENNES;SAINTE-MENEHOULD;2010;MARNE;01/02/2003;;;;F;
2A00403;Musée Palais Fesch;CORSE;AJACCIO;2010;CORSE DU SUD;01/02/2003;26749;12142;38891;;
2A14201;Musée de l'Alta Rocca;CORSE;LEVIE;2010;CORSE DU SUD;01/02/2003;6592;6437;13029;;
2505602;Musée du Temps;FRANCHE-COMTE;BESANCON;2010;DOUBS;01/02/2003;5742;26872;32614;;
2505601;Musée des Beaux-Arts et d'Archéologie;FRANCHE-COMTE;BESANCON;2010;DOUBS;06/01/2002;4694;44277;48971;;
2546201;Musée de Pontarlier;FRANCHE-COMTE;PONTARLIER;2010;DOUBS;01/02/2003;1446;8171;9617;;
7012201;Musée Départemental Albert-et-Félicie Demard - ATP;FRANCHE-COMTE;CHAMPLITTE;2010;HAUTE-SAONE;01/02/2003;11180;7126;18306;;
3901302;Musée de la Vigne et du Vin;FRANCHE-COMTE;ARBOIS;2010;JURA;01/02/2003;3969;1578;5547;;
3909701;Musée Municipal d'Archéologie;FRANCHE-COMTE;CHAMPAGNOLE;2010;JURA;01/02/2003;259;323;582;;
3950001;Musée des Salines;FRANCHE-COMTE;SALINS-LES-BAINS;2010;JURA;01/02/2003;68104;8146;76250;;
9004101;Forge-Musée;FRANCHE-COMTE;ETUEFFONT;2010;TERRITOIRE DE BELFORT;01/02/2003;1191;906;2097;;
9711201;Ecomusée de Marie-Galante;GUADELOUPE;GRAND-BOURG de MARIE-GALANTE;2010;GUADELOUPE;01/02/2003;;;;F;
9109701;Musée Dunoyer de Segonzac;ILE-DE-FRANCE;BOUSSY-SAINT-ANTOINE;2010;ESSONNE;01/02/2003;;;;NC;
9201203;Musée Départemental Albert-Kahn;ILE-DE-FRANCE;BOULOGNE-BILLANCOURT;2010;HAUTS DE SEINE;01/02/2003;78417;35149;113566;;
9201204;Musée Belmondo et de la Sculpture Figurative du XXè siècle;ILE-DE-FRANCE;BOULOGNE-BILLANCOURT;2010;HAUTS DE SEINE;13/03/2007;6263;2668;8931;;
9202301;Fondation Arp;ILE-DE-FRANCE;CLAMART;2010;HAUTS DE SEINE;16/12/2003;1620;333;1953;;
9207101;Musée de l'Île-de-France;ILE-DE-FRANCE;SCEAUX;2010;HAUTS DE SEINE;01/02/2003;0;48252;48252;;
7510507;Galerie de Botanique (Muséum National National d'Histoire Naturelle);ILE-DE-FRANCE;PARIS;2010;PARIS;06/01/2002;;;;F;
7511618;Musée National de la Marine;ILE-DE-FRANCE;PARIS;2010;PARIS;06/01/2002;102202;67802;170004;;
7510602;Musée National Eugène Delacroix;ILE-DE-FRANCE;PARIS;2010;PARIS;06/01/2002;46188;21384;67572;;
7510901;Musée National Gustave Moreau;ILE-DE-FRANCE;PARIS;2010;PARIS;06/01/2002;20865;17800;38665;;
7510103;Etablissement public du musée d'Orsay et de l'Orangerie - Musée de l'Orangerie;ILE-DE-FRANCE;PARIS;2010;PARIS;06/01/2002;466926;224032;690958;;
7510706;Musée National de la Légion d'Honneur et des Ordres de Chevalerie;ILE-DE-FRANCE;PARIS;2010;PARIS;06/01/2002;0;42000;42000;;
7510905;Musée de la Vie Romantique;ILE-DE-FRANCE;PARIS;2010;PARIS;08/07/2004;63105;77563;140668;;
7510902;Musée de la Franc-Maçonnerie;ILE-DE-FRANCE;PARIS;2010;PARIS;01/02/2003;12451;3307;15758;;
7510306;Musée Cognacq-Jay, Musée du XVIIIe siècle de la ville de Paris;ILE-DE-FRANCE;PARIS;2010;PARIS;08/07/2004;5239;38847;44086;;
7511001;Musée de la Publicité (Union Centrale des Arts Décoratifs);ILE-DE-FRANCE;PARIS;2010;PARIS;06/01/2002;;;;;"7510102 ; 7510107 ; 7511001"
7511620;Musée National du Sport;ILE-DE-FRANCE;PARIS;2010;PARIS;16/12/2003;5890;5058;10948;;
7510304;Musée National des Techniques;ILE-DE-FRANCE;PARIS;2010;PARIS;06/01/2002;83588;126460;210048;;
7710802;Musée des Transports Urbains, Interurbains et Ruraux;ILE-DE-FRANCE;CHELLES;2010;SEINE ET MARNE;01/02/2003;;;;F;
7728802;Musée d'Art et d'Histoire de Melun;ILE-DE-FRANCE;MELUN;2010;SEINE ET MARNE;01/02/2003;6600;0;6600;;
7744501;Ecomusée;ILE-DE-FRANCE;SAVIGNY-LE-TEMPLE;2010;SEINE ET MARNE;01/02/2003;0;9055;9055;;
9307001;Musée Municipal;ILE-DE-FRANCE;SAINT-OUEN;2010;SEINE SAINT-DENIS;01/02/2003;;;;F;
9501801;Musée du Vieil Argenteuil;ILE-DE-FRANCE;ARGENTEUIL;2010;VAL D'OISE;01/02/2003;801;1125;1926;;
9550001;Musée Tavet Delacour;ILE-DE-FRANCE;PONTOISE;2010;VAL D'OISE;01/02/2003;1561;4713;6274;;
9535101;Musée Intercommunal d'Histoire et d'Archéologie de Louvres;ILE-DE-FRANCE;ROISSY-EN-FRANCE;2010;VAL D'OISE;01/02/2003;1329;2615;3944;;
7835001;Musée Promenade Marly/Louveciennes;ILE-DE-FRANCE;LOUVECIENNES;2010;YVELINES;01/02/2003;5951;2844;8795;;
7849802;Musée d'Art et d'Histoire;ILE-DE-FRANCE;POISSY;2010;YVELINES;01/02/2003;;;;F;
