id,osm_id,name,status,year,stats,tags
6706101,,Musée de Bouxwiller et du pays de hanau,open,2013,payant:5106;gratuit:0;total:5106;mdf-date:01/02/2003,;label:musee de france
6748206,,Musée de l'Œuvre Notre-Dame,open,2013,payant:15657;gratuit:22897;total:38554;mdf-date:01/02/2003,;label:musee de france
6748208,,Musée Alsacien,open,2013,payant:30492;gratuit:31869;total:62361;mdf-date:01/02/2003,;label:musee de france
6754401,,Musée Westercamp,open,2013,payant:0;gratuit:5576;total:5576;mdf-date:01/02/2003,;label:musee de france
6806603,,Musée Bartholdi,open,2013,payant:11458;gratuit:4817;total:16275;mdf-date:01/02/2003,;label:musee de france
6822401,,Musée des Beaux-Arts,open,2013,payant:0;gratuit:18405;total:18405;mdf-date:01/02/2003,;label:musee de france
6823101,,Musée Vauban,open,2013,payant:2151;gratuit:0;total:2151;mdf-date:01/02/2003,;label:musee de france
6824801,,Maison du Sundgau - Musée Paysan,open,2013,payant:895;gratuit:300;total:1195;mdf-date:01/02/2003,;label:musee de france
6827702,,Musée du Dolder,open,2013,payant:1666;gratuit:467;total:2133;mdf-date:01/02/2003,;label:musee de france
6827801,,Musée du Papier Peint,open,2013,payant:7148;gratuit:4857;total:12005;mdf-date:01/02/2003,;label:musee de france
6833401,,Musée des Amis de Thann,open,2013,payant:597;gratuit:1325;total:1922;mdf-date:01/02/2003,;label:musee de france
6834301,,Ecomusée d'Alsace,open,2013,payant:158563;gratuit:21390;total:179953;mdf-date:01/02/2003,;label:musee de france
2415201,,Musée Paul Reclus,open,2013,payant:141;gratuit:13569;total:13710;mdf-date:01/02/2003,;label:musee de france
3305801,,Musée d'Art et d'Histoire du Pays Blayais,closed,2013,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
3306304,,Musée d'Aquitaine,open,2013,payant:16796;gratuit:130263;total:147059;mdf-date:06/01/2002,;label:musee de france
3354701,,Musée Municipal,closed,2013,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
4019401,,Musée de la Chalosse,open,2013,payant:5729;gratuit:2412;total:8141;mdf-date:01/02/2003,;label:musee de france
4719501,,Musée du Château Henri IV,open,2013,payant:17469;gratuit:8353;total:25822;mdf-date:01/02/2003,;label:musee de france
4729201,,Musée de Préhistoire Mésolithique Laurent Coulonges,open,2013,payant:2836;gratuit:663;total:3499;mdf-date:01/02/2003,;label:musee de france
6410202,,Musée Bonnat-Helleu - Musée des Beaux-Arts de Bayonne,closed,2013,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
6416001,,Musée Edmond Rostand,open,2013,payant:72065;gratuit:11321;total:83386;mdf-date:01/02/2003,;label:musee de france
6444503,,Musée National du Château,open,2013,payant:52299;gratuit:38269;total:90568;mdf-date:06/01/2002,;label:musee de france
6444501,,Musée Municipal des Beaux-Arts,open,2013,payant:7207;gratuit:10219;total:17426;mdf-date:01/02/2003,;label:musee de france
6444502,,Musée Bernadotte,open,2013,payant:1345;gratuit:3205;total:4550;mdf-date:01/02/2003,;label:musee de france
0331002,,Musée des Arts D'Afrique et D'Asie,open,2013,payant:2980;gratuit:1895;total:4875;mdf-date:01/02/2003,;label:musee de france
1516801,,Ecomusée de Margeride-Haute-Auvergne,open,2013,payant:7460;gratuit:1467;total:8927;mdf-date:01/02/2003,;label:musee de france
6319501,,Musée Départemental de la Céramique Gallo-Romaine,open,2013,payant:6673;gratuit:4762;total:11435;mdf-date:01/02/2003,;label:musee de france
6324701,,Musée des Peintres de l'Ecole de Murols,open,2013,payant:3913;gratuit:203;total:4116;mdf-date:01/02/2003,;label:musee de france
6330003,,Musée Régional d'Auvergne,open,2013,payant:357;gratuit:1227;total:1584;mdf-date:01/02/2003,;label:musee de france
6347001,,Musée Municipal Marcel Sahut,closed,2013,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
2103801,,Musée Bonaparte,closed,2013,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
2111401,,Musée de la Sidérurgie Grande Forge,closed,2013,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
2142502,,Musée des Beaux-Arts,open,2013,payant:0;gratuit:1770;total:1770;mdf-date:01/02/2003,;label:musee de france
5806202,,Musée du Costume,open,2013,payant:3881;gratuit:1527;total:5408;mdf-date:01/02/2003,;label:musee de france
5821501,,Musée Ernest Guédon,closed,2013,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
5830401,,Musée Auguste Grasset,open,2013,payant:2288;gratuit:0;total:2288;mdf-date:01/02/2003,;label:musee de france
7101403,,Musée Lapidaire Saint-Nicolas,closed,2013,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
7101401,,Musée Verger Tarin,closed,2013,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
7107601,,Musée Denon,open,2013,payant:0;gratuit:9937;total:9937;mdf-date:01/02/2003,;label:musee de france
7110602,,Musée du Prieuré de Charolles,open,2013,payant:1148;gratuit:1260;total:2408;mdf-date:01/02/2003,;label:musee de france
7113701,,Musée d'Art et d'Archéologie,open,2013,payant:8865;gratuit:5288;total:14153;mdf-date:01/02/2003,;label:musee de france
7127001,,Musée des Ursulines,open,2013,payant:1974;gratuit:20177;total:22151;mdf-date:01/02/2003,;label:musee de france
7134201,,Musée Eucharistique du Hiéron,open,2013,payant:3593;gratuit:3518;total:7111;mdf-date:01/02/2003,;label:musee de france
7135101,,Ecomusée de la Bresse Bourguignonne,open,2013,payant:25249;gratuit:17980;total:43229;mdf-date:01/02/2003,;label:musee de france
7127201,,Musée Départemental du Compagnonnage,open,2013,payant:2137;gratuit:1635;total:3772;mdf-date:01/02/2003,;label:musee de france
8902403,,Musée Leblanc-Duvernois,open,2013,payant:0;gratuit:882;total:882;mdf-date:01/02/2003,;label:musee de france
8936801,,Musée Colette,open,2013,payant:6121;gratuit:1057;total:7178;mdf-date:01/02/2003,;label:musee de france
8941801,,Musée Municipal de Tonnerre,closed,2013,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
8944601,,Musée Zervos - Maison Romain Rolland,open,2013,payant:2110;gratuit:6766;total:8876;mdf-date:01/02/2003,;label:musee de france
5618101,,Musée National de la Marine,open,2013,payant:33877;gratuit:26931;total:60808;mdf-date:01/02/2003,;label:musee de france
5626002,,Musée d'Histoire et d'Archéologie de Vannes,open,2013,payant:2162;gratuit:4507;total:6669;mdf-date:01/02/2003,;label:musee de france
1803306,,Musée des Meilleurs Ouvriers de France,open,2013,payant:0;gratuit:18298;total:18298;mdf-date:01/02/2003,;label:musee de france
1827901,,Musée Municipal,open,2013,payant:0;gratuit:7088;total:7088;mdf-date:01/02/2003,;label:musee de france
3601001,,Château Musée,open,2013,payant:12295;gratuit:2739;total:15034;mdf-date:01/02/2003,;label:musee de france
3604401,,Musées de Châteauroux - Hôtel Bertrand,open,2013,payant:236;gratuit:17195;total:17431;mdf-date:01/02/2003,;label:musee de france
3707201,,Musée du Vieux Chinon,open,2013,payant:754;gratuit:742;total:1496;mdf-date:01/02/2003,;label:musee de france
3722601,,Musée Municipal,open,2013,payant:0;gratuit:256;total:256;mdf-date:01/02/2003,;label:musee de france
3724801,,Musée François Rabelais,open,2013,payant:8913;gratuit:3594;total:12507;mdf-date:30/04/2002,;label:musee de france
3726105,,Musée du Compagnonnage,open,2013,payant:26217;gratuit:17016;total:43233;mdf-date:01/02/2003,;label:musee de france
3726102,,Musée des Beaux-Arts,open,2013,payant:17547;gratuit:36723;total:54270;mdf-date:06/01/2002,;label:musee de france
4502801,,Musée Daniel Vannier,closed,2013,payant:0;gratuit:0;total:;mdf-date:01/02/2003,;label:musee de france
4508201,,Musée de la Marine de Loire,open,2013,payant:7403;gratuit:3769;total:11172;mdf-date:01/02/2003,;label:musee de france
4520301,,Musée Gaston Couté,open,2013,payant:0;gratuit:2264;total:2264;mdf-date:01/02/2003,;label:musee de france
4520801,,Musée du Gatinais,closed,2013,payant:0;gratuit:0;total:;mdf-date:27/12/2002,;label:musee de france
4523402,,Musée Historique et Archéologique,open,2013,payant:997;gratuit:8165;total:9162;mdf-date:01/02/2003,;label:musee de france
0805301,,Musée de la Maison de la Dernière Cartouche,open,2013,payant:1173;gratuit:865;total:2038;mdf-date:01/02/2003,;label:musee de france
0840901,,Musée du Château-Fort,open,2013,payant:50794;gratuit:1777;total:52571;mdf-date:01/02/2003,;label:musee de france
5206001,,Musée Municipal,open,2013,payant:0;gratuit:2403;total:2403;mdf-date:01/02/2003,;label:musee de france
5145401,,Musée des Beaux-Arts de Saint-Denis,open,2013,payant:21312;gratuit:29699;total:51011;mdf-date:06/01/2002,;label:musee de france
2B16901,,Musée Départemental Pascal Paoli,open,2013,payant:7136;gratuit:2351;total:9487;mdf-date:01/02/2003,;label:musee de france
2505607,,Muséum de Besançon,open,2013,payant:240320;gratuit:28107;total:268427;mdf-date:01/02/2003,;label:musee de france
2505605,,Musée de la résistance et de la Déportation,open,2013,payant:51706;gratuit:0;total:51706;mdf-date:01/02/2003,;label:musee de france
