id,osm_id,name,city,country,country_code,status,year,stats,tags
6706101,,Musée de Bouxwiller et du pays de hanau,BOUXWILLER,France,fr,open,2010,payant:656;gratuit:79;total:735;mdf-date:01/02/2003,label:musee de france
6732401,,Maison de l'Archéologie des Vosges du Nord,NIEDERBRONN-LES-BAINS,France,fr,open,2010,payant:2876;gratuit:3797;total:6673;mdf-date:01/02/2003,label:musee de france
6738801,,Musée du Fer,REICHSHOFFEN,France,fr,open,2010,payant:733;gratuit:579;total:1312;mdf-date:01/02/2003,label:musee de france
6748213,,Musée Tomi Ungerer,STRASBOURG,France,fr,open,2010,payant:15275;gratuit:24133;total:39408;mdf-date:18/04/2008,label:musee de france
6755001,,Musée de la Bataille du 6 Août 1870,WOERTH,France,fr,open,2010,payant:3068;gratuit:475;total:3543;mdf-date:01/02/2003,label:musee de france
6806301,,Musée de la Porte de Thann,CERNAY,France,fr,open,2010,payant:344;gratuit:287;total:631;mdf-date:01/02/2003,label:musee de france
6806603,,Musée Bartholdi,COLMAR,France,fr,open,2010,payant:7574;gratuit:3673;total:11247;mdf-date:01/02/2003,label:musee de france
6822404,,Musée EDF Electropolis,MULHOUSE,France,fr,open,2010,payant:24681;gratuit:11186;total:35867;mdf-date:01/02/2003,label:musee de france
6822402,,Musée de l'Impression sur Etoffes,MULHOUSE,France,fr,open,2010,payant:16119;gratuit:13142;total:29261;mdf-date:01/02/2003,label:musee de france
2403701,,Musée du Tabac,BERGERAC,France,fr,open,2010,payant:2143;gratuit:1751;total:3894;mdf-date:01/02/2003,label:musee de france
2432201,,Musée d'Art et d'Archéologie du Périgord (MAAP),PERIGUEUX,France,fr,open,2010,payant:7210;gratuit:14385;total:21595;mdf-date:01/02/2003,label:musee de france
3305701,,Musée Municipal de Blasimon,BLASIMON,France,fr,closed,2010,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
3306310,,Musée Goupil,BORDEAUX,France,fr,closed,2010,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
