id,osm_id,name,city,country,country_code,status,year,stats,tags
6706101,,Musée de Bouxwiller et du pays de hanau,BOUXWILLER,France,fr,open,2001,payant:1175;gratuit:215;total:1390,;label:musee de france
6737201,,Musée de l'Image Populaire de Pfaffenhoffen,PFAFFENHOFFEN,France,fr,open,2001,payant:2703;gratuit:702;total:3405,;label:musee de france
6816201,,Musée d'Histoire Local,KAYSERSBERG,France,fr,open,2001,payant:260;gratuit:100;total:360,;label:musee de france
6822409,,Musée Minéralogique de la Société Industrielle de Mulhouse,MULHOUSE,France,fr,open,2001,payant:0;gratuit:150;total:150,;label:musee de france
6834301,,Ecomusée d'Alsace,UNGERSHEIM,France,fr,open,2001,payant:279588;gratuit:33947;total:313535,;label:musee de france
2403701,,Musée du Tabac,BERGERAC,France,fr,open,2001,payant:5670;gratuit:2953;total:8623,;label:musee de france
2417204,,Musée National de la Préhistoire,LES EYZIES-DE-TAYAC,France,fr,open,2001,payant:46324;gratuit:27961;total:74285,;label:musee de france
3306701,,Musée de la Voiture à Cheval,BOURG-SUR-GIRONDE,France,fr,open,2001,payant:4204;gratuit:0;total:4204,;label:musee de france
3324301,,Musée des Beaux-Arts et d'Archéologie,LIBOURNE,France,fr,open,2001,payant:2301;gratuit:5765;total:8066,;label:musee de france
4008801,,Musée de Borda,DAX,France,fr,open,2001,payant:6853;gratuit:4495;total:11348,;label:musee de france
4028201,,Musée d'Art et d'Histoire du Cap de Gascogne,SAINT-SEVER,France,fr,open,2001,payant:0;gratuit:1950;total:1950,;label:musee de france
4729201,,Musée de Préhistoire Mésolithique Laurent Coulonges,SAUVETERRE-LA-LEMANCE,France,fr,open,2001,payant:752;gratuit:0;total:752,;label:musee de france
6410201,,Musée Basque et de l'Histoire de Bayonne,BAYONNE,France,fr,open,2001,payant:23907;gratuit:8373;total:32280,;label:musee de france
6416001,,Musée Edmond Rostand,CAMBO-LES-BAINS,France,fr,open,2001,payant:63794;gratuit:0;total:63794,;label:musee de france
6424901,,Musée Municipal de Guéthary,GUETHARY,France,fr,open,2001,payant:534;gratuit:1982;total:2516,;label:musee de france
0311801,,Musée Municipal de Gannat,GANNAT,France,fr,open,2001,payant:1055;gratuit:0;total:1055,;label:musee de france
0318501,,Musée des Musiques Populaires - MuPop,MONTLUCON,France,fr,open,2001,payant:1859;gratuit:854;total:2713,;label:musee de france
0319501,,Musée Rieckotter,NERIS-LES-BAINS,France,fr,open,2001,payant:1229;gratuit:0;total:1229,;label:musee de france
1501401,,Musée des Sciences,AURILLAC,France,fr,open,2001,payant:17179;gratuit:4630;total:21809,;label:musee de france
4311701,,Musée des Arts et Traditions Populaires de Haute Loire,LAVAUDIEU,France,fr,open,2001,payant:13403;gratuit:559;total:13962,;label:musee de france
