id,osm_id,name,city,country,country_code,status,year,stats,tags
6738801,,Musée du Fer,REICHSHOFFEN,France,fr,open,2006,payant:797;gratuit:435;total:1232;mdf-date:01/02/2003,label:musee de france
6748203,,Musée des Beaux-Arts,STRASBOURG,France,fr,open,2006,payant:19560;gratuit:41724;total:61284;mdf-date:01/02/2003,label:musee de france
6800401,,Musée Sundgauvien d'Altkirch,ALTKIRCH,France,fr,open,2006,payant:1398;gratuit:10212;total:11610;mdf-date:01/02/2003,label:musee de france
6806301,,Musée de la Porte de Thann,CERNAY,France,fr,closed,2006,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
6814901,,Musée Historique et Militaire de Huningue,HUNINGE,France,fr,open,2006,payant:163;gratuit:1753;total:1916;mdf-date:01/02/2003,label:musee de france
6822408,,Musée Historique,MULHOUSE,France,fr,open,2006,payant:0;gratuit:35018;total:35018;mdf-date:01/02/2003,label:musee de france
6822403,,Musée National de l'Automobile - Collection Schlumpf,MULHOUSE,France,fr,open,2006,payant:155287;gratuit:31721;total:187008;mdf-date:01/02/2003,label:musee de france
6822409,,Musée Minéralogique de la Société Industrielle de Mulhouse,MULHOUSE,France,fr,open,2006,payant:0;gratuit:130;total:130;mdf-date:01/02/2003,label:musee de france
2431101,,Musée Départemental de la Poupée et du Jouet,NONTRON,France,fr,closed,2006,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
2437901,,Musée du Site Médiéval,SAINT-AVIT-SENIEUR,France,fr,open,2006,payant:1169;gratuit:0;total:1169;mdf-date:01/02/2003,label:musee de france
2452002,,Musée de Sarlat et du Périgord Noir,SARLAT-LA-CANEDA,France,fr,closed,2006,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
3305801,,Musée d'Art et d'Histoire du Pays Blayais,BLAYE,France,fr,closed,2006,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
3306310,,Musée Goupil,BORDEAUX,France,fr,closed,2006,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
3324302,,Musée Historique ou du Vieux Libourne (Robin),LIBOURNE,France,fr,closed,2006,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
4012001,,Musée Archéologique,HASTINGUES,France,fr,open,2006,payant:4210;gratuit:5840;total:10050;mdf-date:01/02/2003,label:musee de france
4028601,,Musée de la Faïence et des arts de la table,SAMADET,France,fr,open,2006,payant:3496;gratuit:3823;total:7319;mdf-date:01/02/2003,label:musee de france
6406201,,Musée Municipal,ARUDY,France,fr,open,2006,payant:1079;gratuit:314;total:1393;mdf-date:01/02/2003,label:musee de france
6424901,,Musée Municipal de Guéthary,GUETHARY,France,fr,open,2006,payant:502;gratuit:1247;total:1749;mdf-date:01/02/2003,label:musee de france
6444503,,Musée National du Château,PAU,France,fr,open,2006,payant:62148;gratuit:43823;total:105971;mdf-date:06/01/2002,label:musee de france
6444502,,Musée Bernadotte,PAU,France,fr,open,2006,payant:3595;gratuit:0;total:3595;mdf-date:01/02/2003,label:musee de france
0319001,,Musée Anne de Beaujeu,MOULINS,France,fr,open,2006,payant:4172;gratuit:4563;total:8735;mdf-date:01/02/2003,label:musee de france
0319501,,Musée Rieckotter,NERIS-LES-BAINS,France,fr,open,2006,payant:433;gratuit:170;total:603;mdf-date:01/02/2003,label:musee de france
1501401,,Musée des Sciences,AURILLAC,France,fr,open,2006,payant:4294;gratuit:10272;total:14566;mdf-date:01/02/2003,label:musee de france
4315701,,Musée Crozatier,LE PUY-EN-VELAY,France,fr,open,2006,payant:12094;gratuit:11993;total:24087;mdf-date:01/02/2003,label:musee de france
6311301,,Musée d'Archéologie Bargoin,CLERMONT-FERRAND,France,fr,open,2006,payant:3129;gratuit:16843;total:19972;mdf-date:01/02/2003,label:musee de france
6330003,,Musée Régional d'Auvergne,RIOM,France,fr,open,2006,payant:2122;gratuit:730;total:2852;mdf-date:01/02/2003,label:musee de france
6343001,,Musée Municipal de la Coutellerie,THIERS,France,fr,open,2006,payant:25003;gratuit:5157;total:30160;mdf-date:01/02/2003,label:musee de france
2103801,,Musée Bonaparte,AUXONNE,France,fr,open,2006,payant:0;gratuit:3163;total:3163;mdf-date:01/02/2003,label:musee de france
2105404,,Musée E.J Marey,BEAUNE,France,fr,closed,2006,payant:0;gratuit:0;total:;mdf-date:01/02/2003,label:musee de france
2126501,,Musée Noisot,FIXIN,France,fr,open,2006,payant:319;gratuit:455;total:774;mdf-date:01/02/2003,label:musee de france
2146401,,Musée Municipal,NUITS-SAINT-GEORGES,France,fr,open,2006,payant:1091;gratuit:733;total:1824;mdf-date:01/02/2003,label:musee de france
5807901,,Musée d'Art et d'Histoire Romain Rolland,CLAMECY,France,fr,open,2006,payant:1801;gratuit:3984;total:5785;mdf-date:01/02/2003,label:musee de france
